user_id,b1_cos_sim,b2_cos_sim
111655,0.6963629126548767,0.5909785032272339
48281,0.6962315440177917,0.5937593579292297
201839,0.6927304863929749,0.6127514243125916
9000,0.704756498336792,0.5650303959846497
37294,0.6843498349189758,0.5863029956817627
155115,0.6986771821975708,0.6007769703865051
33208,0.5657926797866821,0.5853718519210815
148038,0.6868050694465637,0.5932302474975586
120503,0.682787299156189,0.5416859984397888
85925,0.7086464166641235,0.5982420444488525
88776,0.6697942018508911,0.5625181794166565
14134,0.6914135813713074,0.607513964176178
67977,0.695410966873169,0.6141030788421631
25378,0.6891842484474182,0.5836384892463684
118585,0.6736352443695068,0.661367654800415
190042,0.7076787948608398,0.5840936303138733
184117,0.6192144155502319,0.5710046291351318
160559,0.6805688738822937,0.6077001094818115
112706,0.6951963901519775,0.6070230603218079
61477,0.7200460433959961,0.6600841283798218
90411,0.679288923740387,0.568894624710083
64423,0.6669687628746033,0.5627405643463135
144192,0.696469247341156,0.6209225058555603
111514,0.6942389011383057,0.5428112745285034
105051,0.7071851491928101,0.6449461579322815
140565,0.6939472556114197,0.648874819278717
99556,0.7035418748855591,0.5938791632652283
126389,0.6931342482566833,0.6158828139305115
51663,0.6863808035850525,0.5335637927055359
549,0.7011110186576843,0.5934016704559326
31679,0.7018178701400757,0.6123322248458862
153943,0.6954643130302429,0.6982378363609314
96350,0.6593744158744812,0.6273189187049866
100465,0.6865355968475342,0.5644620060920715
14878,0.6864326596260071,0.6281337738037109
8556,0.7060209512710571,0.6299741268157959
201310,0.6605125069618225,0.5732623934745789
33930,0.6950801014900208,0.5472460389137268
73564,0.6781460046768188,0.5823126435279846
48346,0.7099831700325012,0.6237012147903442
125053,0.6710150837898254,0.6194875240325928
53092,0.6040052175521851,0.6146602630615234
167832,0.7268047332763672,0.617397665977478
198350,0.6991714835166931,0.6129711866378784
116172,0.704902708530426,0.6196157336235046
195126,0.6955051422119141,0.6147869825363159
162199,0.6800065636634827,0.5865819454193115
102316,0.6923116445541382,0.6237667798995972
125808,0.6936450600624084,0.6047065854072571
140839,0.6885650157928467,0.6407796144485474
11139,0.7028194665908813,0.5919761657714844
112155,0.5654717087745667,0.5335651636123657
199707,0.6525905132293701,0.6556036472320557
170925,0.7116737365722656,0.645016074180603
8840,0.6604174971580505,0.5775447487831116
108185,0.7065742611885071,0.5778104066848755
146617,0.7080265879631042,0.639423131942749
44568,0.7024716734886169,0.5988536477088928
20311,0.7050240635871887,0.5809701085090637
71196,0.6754988431930542,0.6821973323822021
144059,0.6547095775604248,0.6248226761817932
201471,0.7080224752426147,0.6100744009017944
109816,0.6530181765556335,0.5686750411987305
144599,0.690182626247406,0.5771111845970154
137574,0.687116801738739,0.6132329106330872
55496,0.7012329697608948,0.6437475085258484
121120,0.6329266428947449,0.6407266855239868
122047,0.6464671492576599,0.6171534061431885
137028,0.7227862477302551,0.5884459018707275
168033,0.6915495991706848,0.5989238619804382
34282,0.6858793497085571,0.5866190791130066
201310,0.6605125069618225,0.5732623934745789
111489,0.6864827871322632,0.5926955342292786
24927,0.6931905150413513,0.5853403210639954
185938,0.6532413959503174,0.6458987593650818
85931,0.711231529712677,0.5651757717132568
152834,0.684778094291687,0.5832656025886536
132015,0.6998618245124817,0.5559216141700745
137254,0.6971487402915955,0.5684182047843933
121387,0.6652489304542542,0.576731264591217
61994,0.7005975842475891,0.5636003613471985
196876,0.6945381760597229,0.6715938448905945
100964,0.6945505142211914,0.6223917603492737
33662,0.6708561778068542,0.6251001954078674
51485,0.6920061111450195,0.5807787179946899
187274,0.7099781036376953,0.6240909099578857
71408,0.7163353562355042,0.5894945859909058
116112,0.7046132683753967,0.6486294269561768
34286,0.7246696949005127,0.638039767742157
117033,0.7117006778717041,0.632663369178772
40497,0.6915631890296936,0.618107795715332
123364,0.6815723776817322,0.557364284992218
49057,0.7046546936035156,0.5966678261756897
197881,0.7088940739631653,0.5973463654518127
141335,0.6906035542488098,0.6377807259559631
50403,0.6836696863174438,0.6118722558021545
149320,0.7005529999732971,0.5966616272926331
9015,0.6922860741615295,0.5546098351478577
15107,0.724651575088501,0.6146315336227417
132845,0.6996293663978577,0.59267258644104
