user_id,b1_cos_sim,b2_cos_sim
120786,0.6037539839744568,0.5579221844673157
22926,0.6160404086112976,0.5621780157089233
76256,0.6140050292015076,0.5526769161224365
144833,0.6727458834648132,0.7231199145317078
56085,0.6123386025428772,0.5789945125579834
160559,0.6237263083457947,0.6077001094818115
29596,0.6259590983390808,0.5982313752174377
49531,0.6017839908599854,0.5732885599136353
164361,0.6354077458381653,0.5959357619285583
140839,0.6510911583900452,0.6407796144485474
106647,0.6405320763587952,0.6163823008537292
41722,0.6390729546546936,0.6609365940093994
168223,0.5845662951469421,0.5846864581108093
12477,0.6209207773208618,0.5934856534004211
163167,0.6563929915428162,0.6654241681098938
124566,0.6198347210884094,0.5846847891807556
118961,0.60809725522995,0.5678164958953857
174416,0.5951299071311951,0.6312559843063354
134348,0.6289857625961304,0.5834395885467529
58648,0.667917788028717,0.7004383206367493
108195,0.5732101202011108,0.5801249146461487
95083,0.6152126789093018,0.6126602292060852
181765,0.661523699760437,0.6709936261177063
30213,0.6032845973968506,0.5530518293380737
114261,0.6605027914047241,0.6558548212051392
195892,0.6182817220687866,0.5937132239341736
147785,0.6364521384239197,0.5811690092086792
33914,0.611890435218811,0.5954293012619019
197857,0.635645866394043,0.6096841096878052
60952,0.6125451922416687,0.6177877187728882
111381,0.6167190074920654,0.5781658887863159
145047,0.6028540134429932,0.54210364818573
95174,0.6131728887557983,0.582563579082489
107247,0.6156295537948608,0.6014881134033203
82607,0.6456326246261597,0.6279411315917969
145136,0.6047608852386475,0.5474913120269775
47755,0.6198826432228088,0.6122863292694092
168033,0.6187498569488525,0.5989238619804382
98213,0.6186105608940125,0.587478756904602
158767,0.6336540579795837,0.6159564256668091
63465,0.651777982711792,0.6561403870582581
129220,0.6444722414016724,0.6218246817588806
121938,0.6283766627311707,0.5917770266532898
49750,0.6078540086746216,0.5523228049278259
21943,0.6036362051963806,0.5839996933937073
5598,0.6301988959312439,0.6059911847114563
95498,0.571038544178009,0.5437201857566833
187796,0.62422114610672,0.6099347472190857
3267,0.6019216179847717,0.5828792452812195
53153,0.5987273454666138,0.5664286017417908
162199,0.6226606369018555,0.5865819454193115
165581,0.608684241771698,0.5652465224266052
88776,0.5904054641723633,0.5625181794166565
54127,0.6475239396095276,0.6175425052642822
174329,0.6129411458969116,0.5614891052246094
108856,0.6233749985694885,0.6166396737098694
164105,0.6312816739082336,0.7122185230255127
182446,0.648760199546814,0.6304211020469666
24297,0.6472360491752625,0.6167141199111938
177455,0.5959048867225647,0.5382581949234009
18008,0.62362140417099,0.6175272464752197
131923,0.6205552816390991,0.602243185043335
121755,0.5931994915008545,0.5783129930496216
199622,0.6004122495651245,0.5627571940422058
132481,0.6200121641159058,0.6113786697387695
135025,0.599600076675415,0.5499910712242126
178763,0.6238871216773987,0.5728628635406494
182743,0.6337018609046936,0.589225172996521
49758,0.6381269097328186,0.6126672029495239
17323,0.6053048372268677,0.580916166305542
87537,0.645332932472229,0.6361105442047119
141903,0.6512817740440369,0.6291816830635071
42177,0.6039115190505981,0.5520703196525574
5448,0.6155996322631836,0.5864986777305603
201227,0.6425040364265442,0.643540620803833
89655,0.628174364566803,0.5838394165039062
101189,0.6352074146270752,0.6525527834892273
32495,0.655242919921875,0.6457708477973938
48475,0.61130291223526,0.5551154017448425
53854,0.6314973831176758,0.6445187330245972
47827,0.6256176233291626,0.6417151093482971
180190,0.6150380373001099,0.5680495500564575
149067,0.5982200503349304,0.5732414722442627
145186,0.636229395866394,0.6168957352638245
186253,0.6409384608268738,0.6467623114585876
158386,0.5905283093452454,0.5977484583854675
148181,0.6520937085151672,0.632527768611908
158631,0.6095349788665771,0.5788425803184509
83265,0.6549666523933411,0.6615197658538818
50987,0.6272310018539429,0.5934427976608276
203717,0.6599624752998352,0.6385610699653625
93621,0.633217453956604,0.6815172433853149
70240,0.6007851958274841,0.567223310470581
103518,0.6233989596366882,0.5979788899421692
46263,0.663707971572876,0.7007748484611511
139254,0.6316805481910706,0.5708354711532593
174607,0.6301149129867554,0.5846235156059265
153943,0.6536567807197571,0.6982378363609314
200041,0.591914176940918,0.5786256790161133
4440,0.6428325772285461,0.6405027508735657
152909,0.620155394077301,0.5684587359428406
15763,0.6205800771713257,0.5861086249351501
119249,0.6239560842514038,0.6035969257354736
159481,0.6312389969825745,0.6554347276687622
67922,0.6305357217788696,0.5980173945426941
61237,0.6154016256332397,0.5780617594718933
186771,0.5901238918304443,0.5786915421485901
171273,0.6160125136375427,0.5798692107200623
155467,0.6029573678970337,0.604628324508667
77572,0.5946206450462341,0.5532315969467163
124688,0.608244776725769,0.5939971208572388
193541,0.6450608968734741,0.6612482666969299
170681,0.6291652917861938,0.5963079333305359
112706,0.6279836297035217,0.6070230603218079
102155,0.6129555106163025,0.5841783285140991
147520,0.6098079681396484,0.5670728087425232
171960,0.6030347943305969,0.5520515441894531
203655,0.5870237946510315,0.5653827786445618
152194,0.5961183905601501,0.574845552444458
16342,0.5831242203712463,0.5415295362472534
156884,0.604836106300354,0.591653048992157
196583,0.6579129099845886,0.665810763835907
158994,0.642530620098114,0.6313347220420837
171743,0.6430761814117432,0.608482301235199
183198,0.6339780688285828,0.6336964964866638
55403,0.6245529651641846,0.5988777875900269
138486,0.6457986831665039,0.6503207683563232
173784,0.6328266263008118,0.6482766270637512
157672,0.6470693349838257,0.6489034295082092
36331,0.6147582530975342,0.5687421560287476
7946,0.6543790698051453,0.6756699085235596
107832,0.622340202331543,0.5888906121253967
74523,0.6154680848121643,0.5828007459640503
1188,0.581694483757019,0.5215383768081665
27734,0.6238052248954773,0.5927095413208008
175780,0.5866289734840393,0.6135055422782898
72423,0.6299370527267456,0.6255376935005188
46639,0.6456184983253479,0.6244627237319946
3316,0.6346522569656372,0.6413460373878479
59231,0.6711235046386719,0.6991926431655884
9015,0.6104904413223267,0.5546098351478577
7707,0.5935755372047424,0.5843074321746826
115387,0.621879518032074,0.5949257612228394
27891,0.5966170430183411,0.5665303468704224
65340,0.5965155363082886,0.5688973665237427
1882,0.6383740901947021,0.6268271207809448
71196,0.6575535535812378,0.6821973323822021
138450,0.6074107885360718,0.6088929772377014
155641,0.63918137550354,0.6155309677124023
83474,0.6205587983131409,0.5879580974578857
182986,0.6369508504867554,0.6007032990455627
147674,0.6067461371421814,0.5829574465751648
123471,0.6396640539169312,0.6252830624580383
95934,0.6063279509544373,0.5598323941230774
138073,0.5965811610221863,0.5477914810180664
93660,0.6147614121437073,0.5735066533088684
163729,0.6537980437278748,0.6327468156814575
110867,0.5806637406349182,0.5863310694694519
170475,0.616278886795044,0.5763789415359497
176820,0.633837878704071,0.5906941890716553
106992,0.6489920020103455,0.6292766332626343
98080,0.6106341481208801,0.5956081748008728
89280,0.6202460527420044,0.57582688331604
6106,0.647786021232605,0.6542608141899109
76454,0.6376697421073914,0.6540117263793945
173822,0.6123377680778503,0.5795839428901672
144094,0.6062237024307251,0.5721490979194641
173244,0.6329200267791748,0.6130079627037048
199153,0.6168023347854614,0.5988098978996277
182800,0.6138395071029663,0.5666208267211914
98604,0.6120520830154419,0.5987092852592468
76743,0.6256990432739258,0.590198814868927
183238,0.5978476405143738,0.5681636333465576
176810,0.5849246978759766,0.5448542833328247
