index,scores
0,0.612487196922
1,-0.918909072875
2,-0.9189171791
3,-0.918907523155
4,-0.918958783149
5,-0.918899238109
6,-0.9189018011
7,-0.918879032135
8,-0.918338954
9,-0.918350219726
10,-0.918338239192
11,-0.918401181697
12,-0.918413162231
13,-0.918332099914
14,-0.919606566429
15,-0.919446110725
16,-0.919649720191
17,-0.919586122035
18,-0.919591367244
19,-0.919587552547
20,-0.919563174247
21,-0.918802559375
22,-0.91870778799
23,-0.91876751184
24,-0.919154882431
25,-0.918701231479
26,-0.919532239437
27,-0.919513225555
28,-0.919548928737
29,-0.919585049152
30,-0.9195010066
31,-0.91951054334
32,-0.919375956058
33,-0.919372737407
34,-0.919393241405
35,-0.919330239295
36,-0.919359624385
37,-0.919293045997
38,-0.919773817062
39,-0.91978418827
40,-0.919825196266
41,-0.919769883155
42,-0.919766306877
43,-0.919771194458
44,-0.919820547103
45,-0.919280648231
46,-0.91925579309
47,-0.919266223907
48,-0.919292271137
49,-0.91932785511
50,-0.919275104999
51,-0.919241547584
52,-0.919308185577
53,-0.919277310371
54,-0.919431507587
55,-0.919433891773
56,-0.919490456581
57,-0.919486880302
58,-0.91947180032
59,-0.919443249702
60,-0.919473111629
61,0.60311305522
62,-0.666477918624
63,-0.66648286581
64,-0.542477667331
65,-0.543231844902
66,-0.919531404972
67,-0.919523715972
68,-0.91950058937
69,-0.919523596763
70,-0.919363558292
71,-0.919507503509
72,-0.919577598571
73,-0.919552803039
74,-0.915080666542
75,-0.915099620819
76,-0.915074110031
77,-0.91516351699
78,-0.915134489536
79,-0.918441295623
80,-0.918434858322
81,-0.91845941543
82,-0.91840475797
83,-0.918447971343
84,-0.918516874313
85,-0.918433845043
86,-0.918442130088
87,-0.915808200836
88,-0.91576051712
89,-0.915731251239
90,-0.915765285491
91,-0.915850639343
92,-0.91573357582
93,-0.913009285926
94,-0.913026094436
95,-0.913042962551
96,0.616048157215
97,-0.917607665061
98,-0.917625427246
99,-0.917673826217
100,-0.91756427288
101,-0.91763252019
102,-0.917555212974
103,-0.917591691017
104,-0.914556980133
105,-0.914544165134
106,-0.914515972137
107,-0.91790831089
108,-0.917873084545
109,-0.917850375175
110,-0.917898058891
111,-0.917863845825
112,-0.916698813438
113,-0.91666126251
114,-0.916687846183
115,-0.916674613952
116,-0.914561748504
117,-0.9145489335
118,-0.914522290229
119,-0.914492964744
120,-0.914557754993
121,0.606052935123
122,-0.91165399551
123,-0.91165345907
124,-0.911669969558
125,-0.913669526576
126,-0.91366648674
127,-0.913642525672
128,-0.91454386711
129,-0.914515674114
130,-0.914533376693
131,-0.914484083652
132,-0.914473235607
133,-0.914570927619
134,-0.914016246795
135,-0.917612373828
136,-0.917638540267
137,-0.917654693126
138,-0.917685508728
139,-0.91722810268
140,-0.915237605571
141,-0.91529071331
142,-0.91522508859
143,-0.915277183055
144,-0.915277779102
145,-0.915377497673
146,-0.915331721305
147,-0.914753317832
148,-0.91746163368
149,-0.917426943778
150,-0.917462468147
151,-0.91747570037
152,-0.91790664196
153,-0.917914390563
154,-0.917939543724
155,-0.917869627475
156,-0.917906761169
157,-0.917940258979
158,-0.89899289608
159,-0.898988485336
160,-0.898990511894
161,-0.917437314987
162,-0.917403876781
163,-0.917418122291
164,-0.91731262207
165,0.587930321693
166,0.5881095528
167,0.598797023296
168,-0.909637808799
169,-0.90963846445
170,-0.909631907939
171,0.59510576725
172,0.613750040531
173,-0.83701044321
174,-0.837006866931
175,-0.837072610855
176,0.56656998395
177,0.566968441009
178,-0.64789122343
179,-0.647806346416
180,0.580647945404
181,0.580649852752
182,0.264706850051
183,0.264394879341
184,-0.914783835411
185,-0.914788365364
186,-0.914833009243
187,-0.914666891098
188,-0.9148594141
189,-0.913953244686
190,-0.91398209333
191,-0.905045449733
192,-0.905063867568
193,-0.3989495933055
194,-0.3993481099605
195,-0.908799767494
196,-0.908814430236
197,0.621335625648
198,0.2053578197956
199,0.2047555893659
200,-0.916207075119
201,-0.91619181632
202,-0.916106462478
203,-0.9161589145
204,-0.916129052639
205,-0.916147112846
206,-0.916165411472
207,-0.912362456321
208,-0.912121653556
209,-0.912254333496
210,-0.912216782569
211,-0.91557264328
212,-0.915482997894
213,-0.915546774864
214,-0.915565907955
215,-0.915581583976
216,-0.915518343448
217,-0.918249011039
218,-0.918279290199
219,-0.918164670467
220,-0.918091535568
221,-0.9180483222
222,-0.918133497238
223,-0.9182434082
224,-0.918278634548
225,-0.91767334938
226,-0.917764186859
227,-0.917793452739
228,-0.917773008346
229,-0.9178572893
230,-0.59347879886
231,-0.59331345558
232,-0.911858916282
233,-0.911835074424
234,-0.9118424654
235,-0.916555702686
236,-0.916589319705
237,-0.916539907455
238,-0.916385531425
239,-0.91648507118
240,-0.916429162025
241,-0.916518211364
242,-0.916495740413
243,-0.56311237812
244,-0.562938332557
245,-0.915530443191
246,-0.915363788604
247,-0.915586590766
248,-0.91555202007
249,-0.915463864803
250,-0.916247665882
251,-0.838415026664
252,-0.83848118782
253,-0.835932493209
254,-0.497773706912
255,-0.497767984867
256,-0.832894265651
257,-0.833010077476
258,-0.832721829414
259,-0.91757774353
260,-0.917530715465
261,-0.917586684226
262,-0.917604625225
263,0.623867213726
264,-0.913007080554
265,-0.9130424261
266,-0.912987589836
267,-0.913019657135
268,-0.903660595417
269,-0.903677344322
270,-0.903661727905
271,0.615125894546
272,0.59128630161
273,0.59173637628
274,-0.917409181594
275,-0.917370676994
276,-0.917443692684
277,-0.91744852066
278,-0.91740828752
279,-0.917390406131
280,-0.917437791824
281,0.6090233922
282,0.616928696632
283,-0.696221172809
284,-0.696113884449
285,-0.696202754974
286,0.54498130083
287,0.545191824436
288,0.6090233922
289,0.0613920241594
290,0.06138399243354
291,0.61692869663238
292,-0.918264269828
293,-0.91831433773
294,-0.918340086936
295,-0.918300926685
296,-0.918364882469
297,-0.918390452861
298,-0.918320178985
299,0.530364751815
300,0.529864788055
301,0.610042095184
302,0.546002030372
303,0.546175658702
304,0.56570619344
305,0.56605517864
306,0.513223111629
307,0.513579547405
308,0.61004209518432
309,0.61004209518432
310,0.61004209518432
311,0.61004209518432
312,0.623240172863
313,0.611961960792
314,0.61692869663238
315,0.575928509235
316,0.575821220874
317,0.609176278114
318,0.61692869663238
319,0.580755591392
320,0.58112394809
321,0.61692869663238
322,0.61692869663238
323,0.61692869663238
324,0.61692869663238
325,0.60764992237
326,0.587599039077
327,-0.2805818617343
328,-0.28104263544
329,-0.917830049991
330,-0.917841434478
331,-0.91780346632
332,-0.91779971122
333,-0.91777741909
334,-0.834467709064
335,-0.834537029266
336,-0.917077779769
337,-0.917083859443
338,-0.917086362838
339,-0.917039334774
340,-0.914951860904
341,-0.914919137954
342,-0.914907455444
343,-0.914801955223
344,-0.3188617825508
345,-0.3190418183803
346,0.600008964538
347,-0.914892554283
348,-0.91490161418
349,-0.914848446846
350,-0.919239401817
351,-0.919260144233
352,-0.919232249259
353,-0.919221282005
354,-0.919096350669
355,-0.919293761253
356,-0.919229626655
357,-0.823677957057
358,-0.823914229869
359,-0.82367795705795
360,-0.82391422986984
361,-0.31071352958
362,-0.3102619946
363,0.576272964477
364,-0.870681047439
365,-0.870734274387
366,0.616844177246
367,0.604978144168
368,-0.917538464069
369,-0.917528390884
370,-0.917502284049
371,-0.917519569396
372,-0.917521476745
373,-0.91758370399
374,-0.91748791933
375,-0.917544186115
376,-0.915129184722
377,-0.915101468563
378,-0.915112674236
379,-0.914988160133
380,-0.915144383907
381,0.590866863727
382,0.618001759052
383,0.61800175905227
384,-0.901717424392
385,-0.901713907718
386,-0.901722669601
387,0.566675305366
388,0.566555202007
389,0.61800175905227
390,0.601089894771
391,0.61800175905227
392,0.61800175905227
393,0.567914247512
394,0.568008184432
395,-0.793341040611
396,-0.793432116508
397,-0.7933152318
398,-0.917626261711
399,-0.917656481266
400,-0.917582273483
401,-0.917869567871
402,-0.883307278156
403,-0.883302390575
404,-0.916011929512
405,-0.916000306606
406,-0.91600972414
407,0.599014759063
408,-0.919016599655
409,-0.919044077396
410,-0.9191609025
411,-0.91919517517
412,-0.919179081916
413,-0.91918653249
414,-0.91916584968
415,-0.919107019901
416,-0.919123411178
417,-0.916911363601
418,-0.91709673404
419,-0.917104005813
420,-0.917014122009
421,-0.917056441307
422,-0.9170320034
423,-0.917072892189
424,-0.917892456054
425,-0.917971014976
426,-0.917984843254
427,-0.918002843856
428,-0.9146195054
429,-0.91463959217
430,-0.914627492427
431,-0.914568185806
432,-0.914620399475
433,-0.914575278759
434,-0.91458475589
